Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,"dua hari kemudian, jumat ( jan ') gue sama bokap booster pfizer di rumah sakit mayapada. abang blm booster krn dia nunggu moderna. pulang dari booster, bokap pusing, badan lemas, batuk, dan panas. belum panik krn gejalanya sama kayak pas bokap vaksin , mikirnya mungkin itu efek aja.",,,,,,,dua hari kemudian jumat  jan  gue sama bokap booster pfizer di rumah sakit mayapada abang blm booster krn dia nunggu moderna pulang dari booster bokap pusing badan lemas batuk dan panas belum panik krn gejalanya sama kayak pas bokap vaksin  mikirnya mungkin itu efek aja,dua hari kemudian jumat  jan  gue sama bokap booster pfizer di rumah sakit mayapada abang blm booster krn dia nunggu moderna pulang dari booster bokap pusing badan lemas batuk dan panas belum panik krn gejalanya sama kayak pas bokap vaksin  mikirnya mungkin itu efek aja,"['dua', 'hari', 'kemudian', 'jumat', 'jan', 'gue', 'sama', 'bokap', 'booster', 'pfizer', 'di', 'rumah', 'sakit', 'mayapada', 'abang', 'blm', 'booster', 'krn', 'dia', 'nunggu', 'moderna', 'pulang', 'dari', 'booster', 'bokap', 'pusing', 'badan', 'lemas', 'batuk', 'dan', 'panas', 'belum', 'panik', 'krn', 'gejalanya', 'sama', 'kayak', 'pas', 'bokap', 'vaksin', 'mikirnya', 'mungkin', 'itu', 'efek', 'aja']","['dua', 'hari', 'kemudian', 'jumat', 'januari', 'aku', 'sama', 'ayah', 'booster', 'pfizer', 'di', 'rumah', 'sakit', 'mayapada', 'kakak', 'belum', 'booster', 'karena', 'dia', 'menunggu', 'moderna', 'pulang', 'dari', 'booster', 'ayah', 'pusing', 'badan', 'lemas', 'batuk', 'dan', 'panas', 'belum', 'panik', 'karena', 'gejalanya', 'sama', 'seperti', 'saat', 'ayah', 'vaksin', 'mikirnya', 'mungkin', 'itu', 'efek', 'saja']","['hari', 'kemudian', 'jumat', 'januari', 'sama', 'ayah', 'booster', 'pfizer', 'rumah', 'sakit', 'mayapada', 'kakak', 'booster', 'menunggu', 'moderna', 'pulang', 'booster', 'ayah', 'pusing', 'badan', 'lemas', 'batuk', 'panas', 'panik', 'gejalanya', 'sama', 'ayah', 'vaksin', 'mikirnya', 'mungkin', 'efek']","['hari', 'kemudian', 'jumat', 'januari', 'sama', 'ayah', 'booster', 'pfizer', 'rumah', 'sakit', 'mayapada', 'kakak', 'booster', 'tunggu', 'moderna', 'pulang', 'booster', 'ayah', 'pusing', 'badan', 'lemas', 'batuk', 'panas', 'panik', 'gejala', 'sama', 'ayah', 'vaksin', 'mikirnya', 'mungkin', 'efek']","['hari', 'kemudian', 'jumat', 'januari', 'sama', 'ayah', 'booster', 'pfizer', 'rumah', 'sakit', 'mayapada', 'kakak', 'booster', 'menunggu', 'moderna', 'pulang', 'booster', 'ayah', 'pusing', 'badan', 'lemas', 'batuk', 'panas', 'panik', 'gejalanya', 'sama', 'ayah', 'vaksin', 'mikirnya', 'mungkin', 'efek']",[],[],[],hari kemudian jumat januari sama ayah booster pfizer rumah sakit mayapada kakak booster tunggu moderna pulang booster ayah pusing badan lemas batuk panas panik gejala sama ayah vaksin mikirnya mungkin efek
negative,vaksin pfizer. efek samping lengan nya kayak abis ditonjok,,,,,,,vaksin pfizer efek samping lengan nya kayak abis ditonjok,vaksin pfizer efek samping lengan nya kayak abis ditonjok,"['vaksin', 'pfizer', 'efek', 'samping', 'lengan', 'nya', 'kayak', 'abis', 'ditonjok']","['vaksin', 'pfizer', 'efek', 'samping', 'lengan', 'nya', 'seperti', 'setelah', 'ditonjok']","['vaksin', 'pfizer', 'efek', 'samping', 'lengan', 'ditonjok']","['vaksin', 'pfizer', 'efek', 'samping', 'lengan', 'tonjok']","['vaksin', 'pfizer', 'efek', 'samping', 'lengan', 'ditonjok']",[],[],[],vaksin pfizer efek samping lengan tonjok
positive,tidak ada efek di aku. pegel doang di sekitar bekas suntikan.,,,,,,,tidak ada efek di aku pegel doang di sekitar bekas suntikan,tidak ada efek di aku pegel doang di sekitar bekas suntikan,"['tidak', 'ada', 'efek', 'di', 'aku', 'pegel', 'doang', 'di', 'sekitar', 'bekas', 'suntikan']","['tidak', 'ada', 'efek', 'di', 'aku', 'pegal', 'saja', 'di', 'sekitar', 'bekas', 'suntikkan']","['efek', 'pegal', 'bekas', 'suntikkan']","['efek', 'pegal', 'bekas', 'suntik']","['efek', 'pegal', 'bekas', 'suntikkan']",[],[],[],efek pegal bekas suntik
positive,mari kita lihat seberapa keras efek booster pfizer,,,,,,,mari kita lihat seberapa keras efek booster pfizer,mari kita lihat seberapa keras efek booster pfizer,"['mari', 'kita', 'lihat', 'seberapa', 'keras', 'efek', 'booster', 'pfizer']","['mari', 'kita', 'lihat', 'seberapa', 'keras', 'efek', 'booster', 'pfizer']","['lihat', 'seberapa', 'keras', 'efek', 'booster', 'pfizer']","['lihat', 'berapa', 'keras', 'efek', 'booster', 'pfizer']","['lihat', 'seberapa', 'kera', 'efek', 'booster', 'pfizer']",[],[],[],lihat berapa keras efek booster pfizer
negative,"efek booster dapet pfizer, awake adem pnaas, flu, kepalanya serasa muter, kena air sakit ndak enak, mual ndak napsu mam. semoga besok udah enakan, yuk istirahat tapi tetep kawal bangun rumahnya",,,,,,,efek booster dapet pfizer awake adem pnaas flu kepalanya serasa muter kena air sakit ndak enak mual ndak napsu mam semoga besok udah enakan yuk istirahat tapi tetep kawal bangun rumahnya,efek booster dapet pfizer awake adem pnaas flu kepalanya serasa muter kena air sakit ndak enak mual ndak napsu mam semoga besok udah enakan yuk istirahat tapi tetep kawal bangun rumahnya,"['efek', 'booster', 'dapet', 'pfizer', 'awake', 'adem', 'pnaas', 'flu', 'kepalanya', 'serasa', 'muter', 'kena', 'air', 'sakit', 'ndak', 'enak', 'mual', 'ndak', 'napsu', 'mam', 'semoga', 'besok', 'udah', 'enakan', 'yuk', 'istirahat', 'tapi', 'tetep', 'kawal', 'bangun', 'rumahnya']","['efek', 'booster', 'dapat', 'pfizer', 'badannya', 'dingin', 'pnaas', 'flu', 'kepalanya', 'terasa', 'memutar', 'terkena', 'air', 'sakit', 'tidak', 'enak', 'mual', 'tidak', 'nafsu', 'makan', 'semoga', 'besok', 'sudah', 'baikan', 'yuk', 'istirahat', 'tapi', 'tetap', 'kawal', 'bangun', 'rumahnya']","['efek', 'booster', 'pfizer', 'badannya', 'dingin', 'pnaas', 'flu', 'kepalanya', 'terasa', 'memutar', 'terkena', 'air', 'sakit', 'enak', 'mual', 'nafsu', 'makan', 'semoga', 'besok', 'baikan', 'istirahat', 'tetap', 'kawal', 'bangun', 'rumahnya']","['efek', 'booster', 'pfizer', 'badan', 'dingin', 'pnaas', 'flu', 'kepala', 'asa', 'putar', 'kena', 'air', 'sakit', 'enak', 'mual', 'nafsu', 'makan', 'moga', 'besok', 'baik', 'istirahat', 'tetap', 'kawal', 'bangun', 'rumah']","['efek', 'booster', 'pfizer', 'badannya', 'dingin', 'pnaas', 'flu', 'kepalanya', 'terasa', 'memutar', 'terkena', 'air', 'sakit', 'enak', 'mual', 'nafsu', 'makan', 'semoga', 'besok', 'baikan', 'istirahat', 'tetap', 'kawal', 'bangun', 'rumahnya']",[],[],[],efek booster pfizer badan dingin pnaas flu kepala asa putar kena air sakit enak mual nafsu makan moga besok baik istirahat tetap kawal bangun rumah
positive,saya sih nggak ada efek apa dari vaksin booster/ pfizer.,,,,,,,saya sih nggak ada efek apa dari vaksin booster pfizer,saya sih nggak ada efek apa dari vaksin booster pfizer,"['saya', 'sih', 'nggak', 'ada', 'efek', 'apa', 'dari', 'vaksin', 'booster', 'pfizer']","['saya', 'sih', 'tidak', 'ada', 'efek', 'apa', 'dari', 'vaksin', 'booster', 'pfizer']","['efek', 'apa', 'vaksin', 'booster', 'pfizer']","['efek', 'apa', 'vaksin', 'booster', 'pfizer']","['efek', 'apa', 'vaksin', 'booster', 'pfizer']",[],[],[],efek apa vaksin booster pfizer
positive,"aku pfizer, ga ada efek apa apa sih. cuma pas malemnya (aku vaksin siang) itu lengan area suntik kerasa nyeri, tapi pas paginya udah sembuh. aku memang dari vaksin pertama ga ada efek pasca yang begitu berarti sih, paling cuma ngantuk aja",,,,,,,aku pfizer ga ada efek apa apa sih cuma pas malemnya aku vaksin siang itu lengan area suntik kerasa nyeri tapi pas paginya udah sembuh aku memang dari vaksin pertama ga ada efek pasca yang begitu berarti sih paling cuma ngantuk aja,aku pfizer ga ada efek apa apa sih cuma pas malemnya aku vaksin siang itu lengan area suntik kerasa nyeri tapi pas paginya udah sembuh aku memang dari vaksin pertama ga ada efek pasca yang begitu berarti sih paling cuma ngantuk aja,"['aku', 'pfizer', 'ga', 'ada', 'efek', 'apa', 'apa', 'sih', 'cuma', 'pas', 'malemnya', 'aku', 'vaksin', 'siang', 'itu', 'lengan', 'area', 'suntik', 'kerasa', 'nyeri', 'tapi', 'pas', 'paginya', 'udah', 'sembuh', 'aku', 'memang', 'dari', 'vaksin', 'pertama', 'ga', 'ada', 'efek', 'pasca', 'yang', 'begitu', 'berarti', 'sih', 'paling', 'cuma', 'ngantuk', 'aja']","['aku', 'pfizer', 'tidak', 'ada', 'efek', 'apa', 'apa', 'sih', 'hanya', 'saat', 'malemnya', 'aku', 'vaksin', 'siang', 'itu', 'lengan', 'area', 'suntik', 'terasa', 'nyeri', 'tapi', 'saat', 'paginya', 'sudah', 'sembuh', 'aku', 'memang', 'dari', 'vaksin', 'pertama', 'tidak', 'ada', 'efek', 'sesudah', 'yang', 'begitu', 'berarti', 'sih', 'paling', 'hanya', 'mengantuk', 'saja']","['pfizer', 'efek', 'apa', 'apa', 'malemnya', 'vaksin', 'siang', 'lengan', 'area', 'suntik', 'terasa', 'nyeri', 'paginya', 'sembuh', 'memang', 'vaksin', 'pertama', 'efek', 'berarti', 'paling', 'mengantuk']","['pfizer', 'efek', 'apa', 'apa', 'malemnya', 'vaksin', 'siang', 'lengan', 'area', 'suntik', 'asa', 'nyeri', 'pagi', 'sembuh', 'memang', 'vaksin', 'pertama', 'efek', 'arti', 'paling', 'antuk']","['pfizer', 'efek', 'apa', 'apa', 'malemnya', 'vaksin', 'siang', 'lengan', 'area', 'suntik', 'terasa', 'nyeri', 'paginya', 'sembuh', 'memang', 'vaksin', 'pertama', 'efek', 'berarti', 'paling', 'mengantuk']",[],[],[],pfizer efek apa apa malemnya vaksin siang lengan area suntik asa nyeri pagi sembuh memang vaksin pertama efek arti paling antuk
positive,"iya, efek paling umum booster pfizer katanya sih, pegel linu",,,,,,,iya efek paling umum booster pfizer katanya sih pegel linu,iya efek paling umum booster pfizer katanya sih pegel linu,"['iya', 'efek', 'paling', 'umum', 'booster', 'pfizer', 'katanya', 'sih', 'pegel', 'linu']","['iya', 'efek', 'paling', 'umum', 'booster', 'pfizer', 'katanya', 'sih', 'pegal', 'pegal']","['efek', 'paling', 'umum', 'booster', 'pfizer', 'katanya', 'pegal', 'pegal']","['efek', 'paling', 'umum', 'booster', 'pfizer', 'kata', 'pegal', 'pegal']","['efek', 'paling', 'umum', 'booster', 'pfizer', 'katanya', 'pegal', 'pegal']",[],[],[],efek paling umum booster pfizer kata pegal pegal
positive,"saya pakai pfizer gk ada efek apa apa, cm sedikit njarem ditangan bekas suntikan.",,,,,,,saya pakai pfizer gk ada efek apa apa cm sedikit njarem ditangan bekas suntikan,saya pakai pfizer gk ada efek apa apa cm sedikit njarem ditangan bekas suntikan,"['saya', 'pakai', 'pfizer', 'gk', 'ada', 'efek', 'apa', 'apa', 'cm', 'sedikit', 'njarem', 'ditangan', 'bekas', 'suntikan']","['saya', 'pakai', 'pfizer', 'tidak', 'ada', 'efek', 'apa', 'apa', 'hanya', 'sedikit', 'nyeri', 'ditangan', 'bekas', 'suntikkan']","['pakai', 'pfizer', 'efek', 'apa', 'apa', 'sedikit', 'nyeri', 'ditangan', 'bekas', 'suntikkan']","['pakai', 'pfizer', 'efek', 'apa', 'apa', 'sedikit', 'nyeri', 'tang', 'bekas', 'suntik']","['pakai', 'pfizer', 'efek', 'apa', 'apa', 'sedikit', 'nyeri', 'ditangan', 'bekas', 'suntikkan']",[],[],[],pakai pfizer efek apa apa sedikit nyeri tang bekas suntik
negative,alumni sinovac tidak percaya diri sama efek booster pfizer,,,,,,,alumni sinovac tidak percaya diri sama efek booster pfizer,alumni sinovac tidak percaya diri sama efek booster pfizer,"['alumni', 'sinovac', 'tidak', 'percaya', 'diri', 'sama', 'efek', 'booster', 'pfizer']","['alumni', 'sinovac', 'tidak', 'percaya', 'diri', 'sama', 'efek', 'booster', 'pfizer']","['alumni', 'sinovac', 'percaya', 'diri', 'sama', 'efek', 'booster', 'pfizer']","['alumni', 'sinovac', 'percaya', 'diri', 'sama', 'efek', 'booster', 'pfizer']","['alumnus', 'sinovac', 'percaya', 'diri', 'sama', 'efek', 'booster', 'pfizer']",[],[],[],alumni sinovac percaya diri sama efek booster pfizer
negative,booster gitu kamu dr pemerintah jepang atau di kedutaan besar republik indonesia? ini pertama kali sih pfizer. efek pusingnya langsung berasa. sebelumnya aku sinovac ya biasa aja,,,,,,,booster gitu kamu dr pemerintah jepang atau di kedutaan besar republik indonesia ini pertama kali sih pfizer efek pusingnya langsung berasa sebelumnya aku sinovac ya biasa aja,booster gitu kamu dr pemerintah jepang atau di kedutaan besar republik indonesia ini pertama kali sih pfizer efek pusingnya langsung berasa sebelumnya aku sinovac ya biasa aja,"['booster', 'gitu', 'kamu', 'dr', 'pemerintah', 'jepang', 'atau', 'di', 'kedutaan', 'besar', 'republik', 'indonesia', 'ini', 'pertama', 'kali', 'sih', 'pfizer', 'efek', 'pusingnya', 'langsung', 'berasa', 'sebelumnya', 'aku', 'sinovac', 'ya', 'biasa', 'aja']","['booster', 'begitu', 'kamu', 'dari', 'pemerintah', 'jepang', 'atau', 'di', 'kedutaan', 'besar', 'republik', 'indonesia', 'ini', 'pertama', 'kali', 'sih', 'pfizer', 'efek', 'pusingnya', 'langsung', 'terasa', 'sebelumnya', 'aku', 'sinovac', 'ya', 'biasa', 'saja']","['booster', 'pemerintah', 'jepang', 'kedutaan', 'besar', 'republik', 'indonesia', 'pertama', 'kali', 'pfizer', 'efek', 'pusingnya', 'langsung', 'terasa', 'sebelumnya', 'sinovac', 'biasa']","['booster', 'perintah', 'jepang', 'duta', 'besar', 'republik', 'indonesia', 'pertama', 'kali', 'pfizer', 'efek', 'pusing', 'langsung', 'asa', 'belum', 'sinovac', 'biasa']","['booster', 'pemerintah', 'jepang', 'kedutaan', 'besar', 'republik', 'indonesia', 'pertama', 'kali', 'pfizer', 'efek', 'pusingnya', 'langsung', 'terasa', 'sebelumnya', 'sinovac', 'biasa']",[],[],[],booster perintah jepang duta besar republik indonesia pertama kali pfizer efek pusing langsung asa belum sinovac biasa
negative,"gini bgt efek booster pfizer badan meriang, tangan pegel ga lagi deh",,,,,,,gini bgt efek booster pfizer badan meriang tangan pegel ga lagi deh,gini bgt efek booster pfizer badan meriang tangan pegel ga lagi deh,"['gini', 'bgt', 'efek', 'booster', 'pfizer', 'badan', 'meriang', 'tangan', 'pegel', 'ga', 'lagi', 'deh']","['begini', 'sekali', 'efek', 'booster', 'pfizer', 'badan', 'meriang', 'tangan', 'pegal', 'tidak', 'lagi', 'deh']","['begini', 'sekali', 'efek', 'booster', 'pfizer', 'badan', 'meriang', 'tangan', 'pegal']","['begini', 'sekali', 'efek', 'booster', 'pfizer', 'badan', 'meriang', 'tangan', 'pegal']","['begini', 'sekali', 'efek', 'booster', 'pfizer', 'badan', 'meriang', 'tangan', 'pegal']",[],[],[],begini sekali efek booster pfizer badan meriang tangan pegal
negative,pfizer emg efek di tangan berasa bgt bgtt. apalagi malemnya. kaya bangun dr rebahan aja sakit,,,,,,,pfizer emg efek di tangan berasa bgt bgtt apalagi malemnya kaya bangun dr rebahan aja sakit,pfizer emg efek di tangan berasa bgt bgtt apalagi malemnya kaya bangun dr rebahan aja sakit,"['pfizer', 'emg', 'efek', 'di', 'tangan', 'berasa', 'bgt', 'bgtt', 'apalagi', 'malemnya', 'kaya', 'bangun', 'dr', 'rebahan', 'aja', 'sakit']","['pfizer', 'memang', 'efek', 'di', 'tangan', 'terasa', 'sekali', 'sekali', 'apalagi', 'malemnya', 'seperti', 'bangun', 'dari', 'rebahan', 'saja', 'sakit']","['pfizer', 'memang', 'efek', 'tangan', 'terasa', 'sekali', 'sekali', 'malemnya', 'bangun', 'rebahan', 'sakit']","['pfizer', 'memang', 'efek', 'tangan', 'asa', 'sekali', 'sekali', 'malemnya', 'bangun', 'rebah', 'sakit']","['pfizer', 'memang', 'efek', 'tangan', 'terasa', 'sekali', 'sekali', 'malemnya', 'bangun', 'rebahan', 'sakit']",[],[],[],pfizer memang efek tangan asa sekali sekali malemnya bangun rebah sakit
negative,efek pfizer gila juga?,,,,,,,efek pfizer gila juga,efek pfizer gila juga,"['efek', 'pfizer', 'gila', 'juga']","['efek', 'pfizer', 'gila', 'juga']","['efek', 'pfizer', 'gila']","['efek', 'pfizer', 'gila']","['efek', 'pfizer', 'gila']",[],[],[],efek pfizer gila
positive,"pelayanan vaksinasi ""booster"" di atmajaya ramah, cepat, rapi. sampai malam ini, saya tidak merasakan efek samping pasca-suntikan vaksin siang tadi. salam sehat untuk semuanya.",,,,,,,pelayanan vaksinasi booster di atmajaya ramah cepat rapi sampai malam ini saya tidak merasakan efek samping pascasuntikan vaksin siang tadi salam sehat untuk semuanya,pelayanan vaksinasi booster di atmajaya ramah cepat rapi sampai malam ini saya tidak merasakan efek samping pascasuntikan vaksin siang tadi salam sehat untuk semuanya,"['pelayanan', 'vaksinasi', 'booster', 'di', 'atmajaya', 'ramah', 'cepat', 'rapi', 'sampai', 'malam', 'ini', 'saya', 'tidak', 'merasakan', 'efek', 'samping', 'pascasuntikan', 'vaksin', 'siang', 'tadi', 'salam', 'sehat', 'untuk', 'semuanya']","['pelayanan', 'vaksinasi', 'booster', 'di', 'atmajaya', 'ramah', 'cepat', 'rapi', 'sampai', 'malam', 'ini', 'saya', 'tidak', 'merasakan', 'efek', 'samping', 'pascasuntikan', 'vaksin', 'siang', 'tadi', 'salam', 'sehat', 'untuk', 'semuanya']","['pelayanan', 'vaksinasi', 'booster', 'atmajaya', 'ramah', 'cepat', 'rapi', 'malam', 'merasakan', 'efek', 'samping', 'pascasuntikan', 'vaksin', 'siang', 'tadi', 'salam', 'sehat', 'semuanya']","['layan', 'vaksinasi', 'booster', 'atmajaya', 'ramah', 'cepat', 'rapi', 'malam', 'rasa', 'efek', 'samping', 'pascasuntikan', 'vaksin', 'siang', 'tadi', 'salam', 'sehat', 'semua']","['pelayanan', 'vaksinasi', 'booster', 'atmajaya', 'ramah', 'cepat', 'rapi', 'malam', 'merasakan', 'efek', 'samping', 'pascasuntikan', 'vaksin', 'siang', 'tadi', 'salam', 'sehat', 'semuanya']",[],[],[],layan vaksinasi booster atmajaya ramah cepat rapi malam rasa efek samping pascasuntikan vaksin siang tadi salam sehat semua
negative,"buat baca -baca, pendapat pakar senior penyakit infeksi. info ttg efek samping pfizer dan moderna. awalnya ngeri, miokarditis dan gangguan jantung lainnya. ujungnya, semuanya aman dan efektif. aku ada gangguan jantung. vaksin pfizer udah",,,,,,,buat baca baca pendapat pakar senior penyakit infeksi info ttg efek samping pfizer dan moderna awalnya ngeri miokarditis dan gangguan jantung lainnya ujungnya semuanya aman dan efektif aku ada gangguan jantung vaksin pfizer udah,buat baca baca pendapat pakar senior penyakit infeksi info ttg efek samping pfizer dan moderna awalnya ngeri miokarditis dan gangguan jantung lainnya ujungnya semuanya aman dan efektif aku ada gangguan jantung vaksin pfizer udah,"['buat', 'baca', 'baca', 'pendapat', 'pakar', 'senior', 'penyakit', 'infeksi', 'info', 'ttg', 'efek', 'samping', 'pfizer', 'dan', 'moderna', 'awalnya', 'ngeri', 'miokarditis', 'dan', 'gangguan', 'jantung', 'lainnya', 'ujungnya', 'semuanya', 'aman', 'dan', 'efektif', 'aku', 'ada', 'gangguan', 'jantung', 'vaksin', 'pfizer', 'udah']","['buat', 'baca', 'baca', 'pendapat', 'pakar', 'senior', 'penyakit', 'infeksi', 'informasi', 'tentang', 'efek', 'samping', 'pfizer', 'dan', 'moderna', 'awalnya', 'menakutkan', 'miokarditis', 'dan', 'gangguan', 'jantung', 'lainnya', 'ujungnya', 'semuanya', 'aman', 'dan', 'efektif', 'aku', 'ada', 'gangguan', 'jantung', 'vaksin', 'pfizer', 'sudah']","['buat', 'baca', 'baca', 'pendapat', 'pakar', 'senior', 'penyakit', 'infeksi', 'informasi', 'efek', 'samping', 'pfizer', 'moderna', 'awalnya', 'menakutkan', 'miokarditis', 'gangguan', 'jantung', 'lainnya', 'ujungnya', 'semuanya', 'aman', 'efektif', 'gangguan', 'jantung', 'vaksin', 'pfizer']","['buat', 'baca', 'baca', 'dapat', 'pakar', 'senior', 'sakit', 'infeksi', 'informasi', 'efek', 'samping', 'pfizer', 'moderna', 'awal', 'takut', 'miokarditis', 'ganggu', 'jantung', 'lain', 'ujung', 'semua', 'aman', 'efektif', 'ganggu', 'jantung', 'vaksin', 'pfizer']","['buat', 'baca', 'baca', 'pendapat', 'pakar', 'senior', 'penyakit', 'infeksi', 'informasi', 'efek', 'samping', 'pfizer', 'moderna', 'awalnya', 'menakutkan', 'miokarditis', 'gangguan', 'jantung', 'lainnya', 'ujungnya', 'semuanya', 'aman', 'efektif', 'gangguan', 'jantung', 'vaksin', 'pfizer']",[],[],[],buat baca baca dapat pakar senior sakit infeksi informasi efek samping pfizer moderna awal takut miokarditis ganggu jantung lain ujung semua aman efektif ganggu jantung vaksin pfizer
negative,woi efek pfizer lumayan lah bikin pusing,,,,,,,woi efek pfizer lumayan lah bikin pusing,woi efek pfizer lumayan lah bikin pusing,"['woi', 'efek', 'pfizer', 'lumayan', 'lah', 'bikin', 'pusing']","['woi', 'efek', 'pfizer', 'lumayan', 'lah', 'buat', 'pusing']","['efek', 'pfizer', 'lumayan', 'buat', 'pusing']","['efek', 'pfizer', 'lumayan', 'buat', 'pusing']","['efek', 'pfizer', 'lumayan', 'buat', 'pusing']",[],[],[],efek pfizer lumayan buat pusing
negative,"kirain vaksin booster trus pfizer beneran tidak ada efek, eh dari tadi badan anget tangan pegel bgt",,,,,,,kirain vaksin booster trus pfizer beneran tidak ada efek eh dari tadi badan anget tangan pegel bgt,kirain vaksin booster trus pfizer beneran tidak ada efek eh dari tadi badan anget tangan pegel bgt,"['kirain', 'vaksin', 'booster', 'trus', 'pfizer', 'beneran', 'tidak', 'ada', 'efek', 'eh', 'dari', 'tadi', 'badan', 'anget', 'tangan', 'pegel', 'bgt']","['kukira', 'vaksin', 'booster', 'terus', 'pfizer', 'beneran', 'tidak', 'ada', 'efek', 'eh', 'dari', 'tadi', 'badan', 'hangat', 'tangan', 'pegal', 'sekali']","['kukira', 'vaksin', 'booster', 'terus', 'pfizer', 'beneran', 'efek', 'tadi', 'badan', 'hangat', 'tangan', 'pegal', 'sekali']","['kira', 'vaksin', 'booster', 'terus', 'pfizer', 'beneran', 'efek', 'tadi', 'badan', 'hangat', 'tangan', 'pegal', 'sekali']","['kukira', 'vaksin', 'booster', 'terus', 'pfizer', 'beneran', 'efek', 'tadi', 'badan', 'hangat', 'tangan', 'pegal', 'sekali']",[],[],[],kira vaksin booster terus pfizer beneran efek tadi badan hangat tangan pegal sekali
negative,efek pfizer ga main main,,,,,,,efek pfizer ga main main,efek pfizer ga main main,"['efek', 'pfizer', 'ga', 'main', 'main']","['efek', 'pfizer', 'tidak', 'main', 'main']","['efek', 'pfizer', 'main', 'main']","['efek', 'pfizer', 'main', 'main']","['efek', 'pfizer', 'main', 'main']",[],[],[],efek pfizer main main
